KEGGgene	EC	Organism
hpse:HPF_10285	ec:4.6.1.12	Hydrogenophaga
hpse:HPF_10290	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_10310	ec:1.1.1.30	Hydrogenophaga
hpse:HPF_10320	ec:2.7.6.5	Hydrogenophaga
hpse:HPF_10335	ec:2.8.4.4	Hydrogenophaga
hpse:HPF_10350	ec:3.1.13.1	Hydrogenophaga
hpse:HPF_10365	ec:1.4.5.1	Hydrogenophaga
hpse:HPF_10380	ec:2.7.4.22	Hydrogenophaga
hpse:HPF_10395	ec:2.7.7.41	Hydrogenophaga
hpse:HPF_10400	ec:1.1.1.267	Hydrogenophaga
hpse:HPF_10420	ec:2.3.1.191	Hydrogenophaga
hpse:HPF_10425	ec:4.2.1.59	Hydrogenophaga
hpse:HPF_10430	ec:2.3.1.129	Hydrogenophaga
hpse:HPF_10435	ec:2.4.1.182	Hydrogenophaga
hpse:HPF_10440	ec:3.1.26.4	Hydrogenophaga
hpse:HPF_10450	ec:6.3.5.5	Hydrogenophaga
hpse:HPF_10460	ec:6.3.5.5	Hydrogenophaga
hpse:HPF_10490	ec:1.5.1.5	Hydrogenophaga
hpse:HPF_10490	ec:3.5.4.9	Hydrogenophaga
hpse:HPF_10505	ec:1.2.4.1	Hydrogenophaga
hpse:HPF_10510	ec:2.3.1.12	Hydrogenophaga
hpse:HPF_10515	ec:1.8.1.4	Hydrogenophaga
hpse:HPF_14870	ec:6.1.1.20	Hydrogenophaga
hpse:HPF_14890	ec:6.1.1.3	Hydrogenophaga
hpse:HPF_14895	ec:4.1.3.1	Hydrogenophaga
hpse:HPF_14950	ec:7.1.1.9	Hydrogenophaga
hpse:HPF_14985	ec:4.1.1.9	Hydrogenophaga
hpse:HPF_14995	ec:2.5.1.145	Hydrogenophaga
hpse:HPF_15000	ec:4.2.1.9	Hydrogenophaga
hpse:HPF_15015	ec:6.2.1.1	Hydrogenophaga
hpse:HPF_15025	ec:4.2.1.2	Hydrogenophaga
hpse:HPF_15030	ec:5.1.1.3	Hydrogenophaga
hpse:HPF_15065	ec:3.4.21.53	Hydrogenophaga
hpse:HPF_15075	ec:3.4.21.92	Hydrogenophaga
hpse:HPF_15120	ec:2.5.1.32	Hydrogenophaga
hpse:HPF_19165	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_19170	ec:4.3.2.1	Hydrogenophaga
hpse:HPF_19300	ec:1.1.2.3	Hydrogenophaga
hpse:HPF_19320	ec:2.7.7.7	Hydrogenophaga
hpse:HPF_19325	ec:4.2.1.17	Hydrogenophaga
hpse:HPF_19335	ec:2.5.1.78	Hydrogenophaga
hpse:HPF_19355	ec:3.5.4.16	Hydrogenophaga
hpse:HPF_19375	ec:3.6.1.67	Hydrogenophaga
hpse:HPF_19380	ec:6.1.1.12	Hydrogenophaga
hpse:HPF_19410	ec:2.1.1.163	Hydrogenophaga
hpse:HPF_19410	ec:2.1.1.201	Hydrogenophaga
hpse:HPF_01165	ec:1.11.1.9	Hydrogenophaga
hpse:HPF_01190	ec:5.1.1.1	Hydrogenophaga
hpse:HPF_01350	ec:3.7.1.2	Hydrogenophaga
hpse:HPF_01360	ec:3.1.3.48	Hydrogenophaga
hpse:HPF_01380	ec:1.1.99.1	Hydrogenophaga
hpse:HPF_05465	ec:4.4.1.5	Hydrogenophaga
hpse:HPF_05545	ec:2.3.1.20	Hydrogenophaga
hpse:HPF_05545	ec:2.3.1.75	Hydrogenophaga
hpse:HPF_05565	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_05590	ec:2.7.1.49	Hydrogenophaga
hpse:HPF_05590	ec:2.7.4.7	Hydrogenophaga
hpse:HPF_05590	ec:2.5.1.3	Hydrogenophaga
hpse:HPF_05595	ec:2.8.1.10	Hydrogenophaga
hpse:HPF_05600	ec:2.3.1.47	Hydrogenophaga
hpse:HPF_05605	ec:6.3.3.3	Hydrogenophaga
hpse:HPF_05610	ec:2.6.1.62	Hydrogenophaga
hpse:HPF_05615	ec:4.1.1.11	Hydrogenophaga
hpse:HPF_05625	ec:1.4.3.19	Hydrogenophaga
hpse:HPF_05630	ec:4.1.99.17	Hydrogenophaga
hpse:HPF_05635	ec:7.2.2.10	Hydrogenophaga
hpse:HPF_05645	ec:3.2.2.20	Hydrogenophaga
hpse:HPF_05690	ec:2.2.1.6	Hydrogenophaga
hpse:HPF_05720	ec:1.1.1.169	Hydrogenophaga
hpse:HPF_09755	ec:1.6.5.5	Hydrogenophaga
hpse:HPF_09760	ec:3.1.3.5	Hydrogenophaga
hpse:HPF_09765	ec:2.1.1.77	Hydrogenophaga
hpse:HPF_09780	ec:2.1.1.190	Hydrogenophaga
hpse:HPF_09820	ec:1.1.3.46	Hydrogenophaga
hpse:HPF_09875	ec:2.7.4.28	Hydrogenophaga
hpse:HPF_09875	ec:2.7.11.33	Hydrogenophaga
hpse:HPF_09880	ec:2.7.9.2	Hydrogenophaga
hpse:HPF_09900	ec:2.7.7.7	Hydrogenophaga
hpse:HPF_09950	ec:3.6.4.12	Hydrogenophaga
hpse:HPF_09960	ec:1.11.1.24	Hydrogenophaga
hpse:HPF_09970	ec:2.6.1.66	Hydrogenophaga
hpse:HPF_09970	ec:2.6.1.2	Hydrogenophaga
hpse:HPF_09975	ec:1.1.1.3	Hydrogenophaga
hpse:HPF_09980	ec:4.2.3.1	Hydrogenophaga
hpse:HPF_09990	ec:2.10.1.1	Hydrogenophaga
hpse:HPF_14340	ec:3.6.4.12	Hydrogenophaga
hpse:HPF_14345	ec:3.6.4.12	Hydrogenophaga
hpse:HPF_14370	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_14385	ec:7.3.2.1	Hydrogenophaga
hpse:HPF_14410	ec:3.6.1.11	Hydrogenophaga
hpse:HPF_14410	ec:3.6.1.40	Hydrogenophaga
hpse:HPF_14430	ec:2.7.4.1	Hydrogenophaga
hpse:HPF_14455	ec:2.7.4.34	Hydrogenophaga
hpse:HPF_14470	ec:1.20.4.4	Hydrogenophaga
hpse:HPF_00545	ec:7.2.2.8	Hydrogenophaga
hpse:HPF_00570	ec:2.5.1.18	Hydrogenophaga
hpse:HPF_00600	ec:2.6.1.113	Hydrogenophaga
hpse:HPF_00610	ec:7.6.2.16	Hydrogenophaga
hpse:HPF_00680	ec:2.3.2.3	Hydrogenophaga
hpse:HPF_00725	ec:2.1.1.170	Hydrogenophaga
hpse:HPF_00765	ec:1.1.2.4	Hydrogenophaga
hpse:HPF_00775	ec:2.5.1.17	Hydrogenophaga
hpse:HPF_00795	ec:3.1.2.28	Hydrogenophaga
hpse:HPF_00805	ec:3.7.1.2	Hydrogenophaga
hpse:HPF_04940	ec:2.7.1.11	Hydrogenophaga
hpse:HPF_04940	ec:2.7.1.90	Hydrogenophaga
hpse:HPF_04955	ec:2.7.7.80	Hydrogenophaga
hpse:HPF_04960	ec:3.4.21.102	Hydrogenophaga
hpse:HPF_04965	ec:5.4.2.11	Hydrogenophaga
hpse:HPF_04985	ec:1.1.1.94	Hydrogenophaga
hpse:HPF_04990	ec:6.3.2.1	Hydrogenophaga
hpse:HPF_04995	ec:2.1.2.11	Hydrogenophaga
hpse:HPF_05000	ec:2.4.2.19	Hydrogenophaga
hpse:HPF_05005	ec:2.5.1.72	Hydrogenophaga
hpse:HPF_05010	ec:2.7.7.6	Hydrogenophaga
hpse:HPF_05015	ec:2.7.4.8	Hydrogenophaga
hpse:HPF_05030	ec:3.1.3.16	Hydrogenophaga
hpse:HPF_05035	ec:2.7.7.56	Hydrogenophaga
hpse:HPF_05040	ec:3.6.1.66	Hydrogenophaga
hpse:HPF_05095	ec:3.5.1.5	Hydrogenophaga
hpse:HPF_05105	ec:3.5.1.5	Hydrogenophaga
hpse:HPF_05115	ec:3.5.1.5	Hydrogenophaga
hpse:HPF_05130	ec:5.1.3.3	Hydrogenophaga
hpse:HPF_05135	ec:4.2.1.42	Hydrogenophaga
hpse:HPF_05145	ec:4.2.1.40	Hydrogenophaga
hpse:HPF_05160	ec:4.2.1.41	Hydrogenophaga
hpse:HPF_05165	ec:4.2.1.40	Hydrogenophaga
hpse:HPF_05190	ec:1.1.1.203	Hydrogenophaga
hpse:HPF_09210	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_09265	ec:3.5.1.9	Hydrogenophaga
hpse:HPF_09270	ec:1.7.1.7	Hydrogenophaga
hpse:HPF_09275	ec:3.6.4.12	Hydrogenophaga
hpse:HPF_09305	ec:4.1.1.65	Hydrogenophaga
hpse:HPF_09310	ec:5.4.3.8	Hydrogenophaga
hpse:HPF_09330	ec:2.7.1.39	Hydrogenophaga
hpse:HPF_09340	ec:2.7.7.7	Hydrogenophaga
hpse:HPF_09350	ec:3.1.1.45	Hydrogenophaga
hpse:HPF_09370	ec:2.8.1.1	Hydrogenophaga
hpse:HPF_09370	ec:2.8.1.2	Hydrogenophaga
hpse:HPF_09385	ec:3.1.11.6	Hydrogenophaga
hpse:HPF_09395	ec:2.2.1.7	Hydrogenophaga
hpse:HPF_09415	ec:3.6.1.23	Hydrogenophaga
hpse:HPF_09420	ec:5.2.1.8	Hydrogenophaga
hpse:HPF_09425	ec:1.14.11.47	Hydrogenophaga
hpse:HPF_09445	ec:4.3.3.7	Hydrogenophaga
hpse:HPF_13815	ec:7.2.2.8	Hydrogenophaga
hpse:HPF_13850	ec:1.16.3.3	Hydrogenophaga
hpse:HPF_14505	ec:5.4.2.10	Hydrogenophaga
hpse:HPF_14510	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_14525	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_14585	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_14595	ec:2.5.1.15	Hydrogenophaga
hpse:HPF_18625	ec:3.2.1.52	Hydrogenophaga
hpse:HPF_18630	ec:2.7.8.7	Hydrogenophaga
hpse:HPF_18635	ec:2.6.99.2	Hydrogenophaga
hpse:HPF_18650	ec:3.1.26.3	Hydrogenophaga
hpse:HPF_18660	ec:3.4.21.89	Hydrogenophaga
hpse:HPF_18670	ec:3.4.21.107	Hydrogenophaga
hpse:HPF_18695	ec:2.3.1.179	Hydrogenophaga
hpse:HPF_18705	ec:1.1.1.100	Hydrogenophaga
hpse:HPF_18710	ec:2.3.1.39	Hydrogenophaga
hpse:HPF_18715	ec:2.3.1.180	Hydrogenophaga
hpse:HPF_18720	ec:2.3.1.274	Hydrogenophaga
hpse:HPF_18740	ec:2.1.1.198	Hydrogenophaga
hpse:HPF_18745	ec:2.7.7.9	Hydrogenophaga
hpse:HPF_18760	ec:3.1.3.18	Hydrogenophaga
hpse:HPF_18770	ec:5.4.99.24	Hydrogenophaga
hpse:HPF_18775	ec:3.1.26.12	Hydrogenophaga
hpse:HPF_18785	ec:2.1.1.107	Hydrogenophaga
hpse:HPF_18790	ec:4.2.1.75	Hydrogenophaga
hpse:HPF_18795	ec:2.5.1.61	Hydrogenophaga
hpse:HPF_18800	ec:4.1.1.31	Hydrogenophaga
hpse:HPF_18805	ec:3.1.3.97	Hydrogenophaga
hpse:HPF_18820	ec:6.1.1.2	Hydrogenophaga
hpse:HPF_18855	ec:2.1.1.72	Hydrogenophaga
hpse:HPF_18860	ec:3.1.21.3	Hydrogenophaga
hpse:HPF_22870	ec:2.5.1.18	Hydrogenophaga
hpse:HPF_22875	ec:5.6.2.1	Hydrogenophaga
hpse:HPF_22885	ec:6.3.4.15	Hydrogenophaga
hpse:HPF_22895	ec:1.2.1.12	Hydrogenophaga
hpse:HPF_22900	ec:2.2.1.1	Hydrogenophaga
hpse:HPF_22905	ec:2.7.7.99	Hydrogenophaga
hpse:HPF_22910	ec:3.4.11.9	Hydrogenophaga
hpse:HPF_22920	ec:2.7.1.11	Hydrogenophaga
hpse:HPF_22980	ec:4.2.1.2	Hydrogenophaga
hpse:HPF_22995	ec:1.16.3.1	Hydrogenophaga
hpse:HPF_23005	ec:1.1.1.40	Hydrogenophaga
hpse:HPF_23010	ec:4.6.1.24	Hydrogenophaga
hpse:HPF_23020	ec:2.1.1.182	Hydrogenophaga
hpse:HPF_23025	ec:5.2.1.8	Hydrogenophaga
hpse:HPF_23035	ec:2.7.1.221	Hydrogenophaga
hpse:HPF_23040	ec:2.1.1.193	Hydrogenophaga
hpse:HPF_23115	ec:2.3.1.31	Hydrogenophaga
hpse:HPF_23115	ec:2.3.1.46	Hydrogenophaga
hpse:HPF_04120	ec:1.1.1.411	Hydrogenophaga
hpse:HPF_04130	ec:2.5.1.54	Hydrogenophaga
hpse:HPF_04145	ec:6.3.2.45	Hydrogenophaga
hpse:HPF_04165	ec:6.4.1.2	Hydrogenophaga
hpse:HPF_04165	ec:6.3.4.14	Hydrogenophaga
hpse:HPF_04180	ec:2.7.1.20	Hydrogenophaga
hpse:HPF_04190	ec:1.17.4.1	Hydrogenophaga
hpse:HPF_04195	ec:1.17.4.1	Hydrogenophaga
hpse:HPF_04200	ec:3.5.1.28	Hydrogenophaga
hpse:HPF_04210	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_04225	ec:3.6.5.4	Hydrogenophaga
hpse:HPF_04255	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_04260	ec:2.8.4.3	Hydrogenophaga
hpse:HPF_04290	ec:5.3.3.18	Hydrogenophaga
hpse:HPF_04300	ec:6.2.1.30	Hydrogenophaga
hpse:HPF_04325	ec:5.3.4.1	Hydrogenophaga
hpse:HPF_04345	ec:1.3.99.16	Hydrogenophaga
hpse:HPF_04350	ec:1.3.99.16	Hydrogenophaga
hpse:HPF_04370	ec:2.7.7.76	Hydrogenophaga
hpse:HPF_08420	ec:7.4.2.1	Hydrogenophaga
hpse:HPF_08475	ec:2.3.1.9	Hydrogenophaga
hpse:HPF_08490	ec:5.4.99.28	Hydrogenophaga
hpse:HPF_08490	ec:5.4.99.29	Hydrogenophaga
hpse:HPF_08515	ec:6.3.2.2	Hydrogenophaga
hpse:HPF_08520	ec:3.1.1.45	Hydrogenophaga
hpse:HPF_08605	ec:2.3.2.13	Hydrogenophaga
hpse:HPF_12780	ec:6.2.1.3	Hydrogenophaga
hpse:HPF_12860	ec:2.1.1.334	Hydrogenophaga
hpse:HPF_12895	ec:6.4.1.4	Hydrogenophaga
hpse:HPF_12900	ec:4.2.1.18	Hydrogenophaga
hpse:HPF_12905	ec:6.4.1.4	Hydrogenophaga
hpse:HPF_12910	ec:4.1.3.4	Hydrogenophaga
hpse:HPF_12915	ec:6.4.1.4	Hydrogenophaga
hpse:HPF_12920	ec:6.4.1.4	Hydrogenophaga
hpse:HPF_12935	ec:1.3.1.34	Hydrogenophaga
hpse:HPF_12975	ec:4.2.1.17	Hydrogenophaga
hpse:HPF_12995	ec:6.2.1.3	Hydrogenophaga
hpse:HPF_17290	ec:3.5.2.9	Hydrogenophaga
hpse:HPF_17320	ec:1.7.2.4	Hydrogenophaga
hpse:HPF_17360	ec:2.7.1.180	Hydrogenophaga
hpse:HPF_17380	ec:1.17.1.9	Hydrogenophaga
hpse:HPF_17405	ec:1.2.7.5	Hydrogenophaga
hpse:HPF_17420	ec:1.2.5.3	Hydrogenophaga
hpse:HPF_17475	ec:3.4.11.5	Hydrogenophaga
hpse:HPF_17485	ec:1.3.3.11	Hydrogenophaga
hpse:HPF_17495	ec:1.21.98.4	Hydrogenophaga
hpse:HPF_21580	ec:3.2.2.27	Hydrogenophaga
hpse:HPF_21585	ec:4.1.1.48	Hydrogenophaga
hpse:HPF_21595	ec:2.4.2.18	Hydrogenophaga
hpse:HPF_21615	ec:4.1.3.27	Hydrogenophaga
hpse:HPF_21625	ec:3.1.3.18	Hydrogenophaga
hpse:HPF_21630	ec:5.1.3.1	Hydrogenophaga
hpse:HPF_21645	ec:2.7.4.16	Hydrogenophaga
hpse:HPF_21650	ec:3.1.3.27	Hydrogenophaga
hpse:HPF_21655	ec:3.5.1.42	Hydrogenophaga
hpse:HPF_21690	ec:7.5.2.5	Hydrogenophaga
hpse:HPF_21700	ec:1.8.4.15	Hydrogenophaga
hpse:HPF_21710	ec:6.1.1.19	Hydrogenophaga
hpse:HPF_21725	ec:4.3.1.7	Hydrogenophaga
hpse:HPF_21730	ec:4.3.1.7	Hydrogenophaga
hpse:HPF_13865	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_13910	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_13945	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_13950	ec:7.4.2.8	Hydrogenophaga
hpse:HPF_13970	ec:2.1.1.72	Hydrogenophaga
hpse:HPF_13975	ec:3.1.21.3	Hydrogenophaga
hpse:HPF_13985	ec:3.1.21.3	Hydrogenophaga
hpse:HPF_18065	ec:1.3.8.6	Hydrogenophaga
hpse:HPF_18095	ec:5.1.2.2	Hydrogenophaga
hpse:HPF_18115	ec:1.2.4.1	Hydrogenophaga
hpse:HPF_18140	ec:2.1.1.77	Hydrogenophaga
hpse:HPF_18160	ec:2.4.99.12	Hydrogenophaga
hpse:HPF_18160	ec:2.4.99.13	Hydrogenophaga
hpse:HPF_18160	ec:2.4.99.14	Hydrogenophaga
hpse:HPF_18160	ec:2.4.99.15	Hydrogenophaga
hpse:HPF_18180	ec:5.4.2.8	Hydrogenophaga
hpse:HPF_18185	ec:3.2.2.21	Hydrogenophaga
hpse:HPF_18190	ec:2.1.1.63	Hydrogenophaga
hpse:HPF_18225	ec:2.4.2.14	Hydrogenophaga
hpse:HPF_18240	ec:6.3.2.12	Hydrogenophaga
hpse:HPF_18240	ec:6.3.2.17	Hydrogenophaga
hpse:HPF_18245	ec:3.4.11.5	Hydrogenophaga
hpse:HPF_18255	ec:3.4.21.50	Hydrogenophaga
hpse:HPF_18270	ec:1.7.1.15	Hydrogenophaga
hpse:HPF_18280	ec:1.7.1.15	Hydrogenophaga
hpse:HPF_18295	ec:2.1.1.107	Hydrogenophaga
hpse:HPF_18320	ec:4.1.1.20	Hydrogenophaga
hpse:HPF_22350	ec:1.13.11.4	Hydrogenophaga
hpse:HPF_22355	ec:3.7.1.20	Hydrogenophaga
hpse:HPF_22385	ec:1.17.4.1	Hydrogenophaga
hpse:HPF_22390	ec:1.13.12.16	Hydrogenophaga
hpse:HPF_22420	ec:2.5.1.129	Hydrogenophaga
hpse:HPF_22425	ec:4.1.1.98	Hydrogenophaga
hpse:HPF_22445	ec:1.97.1.4	Hydrogenophaga
hpse:HPF_22455	ec:1.1.98.6	Hydrogenophaga
hpse:HPF_22510	ec:2.7.2.3	Hydrogenophaga
hpse:HPF_22550	ec:2.7.8.43	Hydrogenophaga
hpse:HPF_22555	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_22570	ec:5.1.3.6	Hydrogenophaga
hpse:HPF_03580	ec:1.4.5.1	Hydrogenophaga
hpse:HPF_03610	ec:6.4.1.5	Hydrogenophaga
hpse:HPF_03620	ec:4.2.1.57	Hydrogenophaga
hpse:HPF_03625	ec:6.4.1.5	Hydrogenophaga
hpse:HPF_03645	ec:7.2.2.14	Hydrogenophaga
hpse:HPF_03650	ec:3.1.13.1	Hydrogenophaga
hpse:HPF_03725	ec:1.16.3.1	Hydrogenophaga
hpse:HPF_03805	ec:6.2.1.3	Hydrogenophaga
hpse:HPF_03840	ec:4.2.1.17	Hydrogenophaga
hpse:HPF_07955	ec:3.1.2.23	Hydrogenophaga
hpse:HPF_07965	ec:2.3.1.9	Hydrogenophaga
hpse:HPF_07970	ec:6.2.1.34	Hydrogenophaga
hpse:HPF_07975	ec:4.2.1.155	Hydrogenophaga
hpse:HPF_07985	ec:2.1.1.14	Hydrogenophaga
hpse:HPF_08000	ec:3.1.1.17	Hydrogenophaga
hpse:HPF_08065	ec:4.2.1.83	Hydrogenophaga
hpse:HPF_08070	ec:4.1.3.17	Hydrogenophaga
hpse:HPF_08075	ec:3.1.1.57	Hydrogenophaga
hpse:HPF_08080	ec:1.13.11.8	Hydrogenophaga
hpse:HPF_08090	ec:1.1.1.312	Hydrogenophaga
hpse:HPF_08120	ec:6.3.2.14	Hydrogenophaga
hpse:HPF_08120	ec:2.7.7.58	Hydrogenophaga
hpse:HPF_16790	ec:2.5.1.18	Hydrogenophaga
hpse:HPF_16805	ec:1.1.1.169	Hydrogenophaga
hpse:HPF_16825	ec:1.1.1.25	Hydrogenophaga
hpse:HPF_16850	ec:4.2.1.10	Hydrogenophaga
hpse:HPF_16855	ec:1.1.1.25	Hydrogenophaga
hpse:HPF_16940	ec:1.7.1.17	Hydrogenophaga
hpse:HPF_16975	ec:1.6.5.5	Hydrogenophaga
hpse:HPF_16990	ec:1.3.99.16	Hydrogenophaga
hpse:HPF_21025	ec:4.1.3.4	Hydrogenophaga
hpse:HPF_21030	ec:1.1.1.79	Hydrogenophaga
hpse:HPF_21030	ec:1.1.1.81	Hydrogenophaga
hpse:HPF_21035	ec:6.4.1.4	Hydrogenophaga
hpse:HPF_21045	ec:4.2.1.18	Hydrogenophaga
hpse:HPF_21055	ec:6.4.1.4	Hydrogenophaga
hpse:HPF_21130	ec:2.3.1.9	Hydrogenophaga
hpse:HPF_21135	ec:2.7.11.5	Hydrogenophaga
hpse:HPF_21140	ec:4.2.1.1	Hydrogenophaga
hpse:HPF_21145	ec:1.3.8.4	Hydrogenophaga
hpse:HPF_21190	ec:2.3.1.51	Hydrogenophaga
hpse:HPF_21195	ec:3.1.3.82	Hydrogenophaga
hpse:HPF_21195	ec:3.1.3.83	Hydrogenophaga
hpse:HPF_21200	ec:6.1.1.14	Hydrogenophaga
hpse:HPF_21205	ec:6.1.1.14	Hydrogenophaga
hpse:HPF_21210	ec:2.3.1.269	Hydrogenophaga
hpse:HPF_21750	ec:1.13.12.2	Hydrogenophaga
hpse:HPF_21755	ec:3.5.1.30	Hydrogenophaga
hpse:HPF_21775	ec:4.1.3.4	Hydrogenophaga
hpse:HPF_21790	ec:3.8.1.2	Hydrogenophaga
hpse:HPF_21230	ec:1.13.11.27	Hydrogenophaga
hpse:HPF_03070	ec:2.7.7.6	Hydrogenophaga
hpse:HPF_03090	ec:6.2.1.32	Hydrogenophaga
hpse:HPF_03110	ec:1.14.13.40	Hydrogenophaga
hpse:HPF_03125	ec:6.2.1.30	Hydrogenophaga
hpse:HPF_03155	ec:6.2.1.3	Hydrogenophaga
hpse:HPF_03175	ec:5.4.99.21	Hydrogenophaga
hpse:HPF_03195	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_03220	ec:1.11.1.28	Hydrogenophaga
hpse:HPF_03255	ec:6.3.2.2	Hydrogenophaga
hpse:HPF_03275	ec:4.1.1.65	Hydrogenophaga
hpse:HPF_03280	ec:6.3.1.21	Hydrogenophaga
hpse:HPF_07355	ec:1.7.2.1	Hydrogenophaga
hpse:HPF_07355	ec:1.7.99.1	Hydrogenophaga
hpse:HPF_07425	ec:1.7.2.5	Hydrogenophaga
hpse:HPF_07450	ec:2.3.1.234	Hydrogenophaga
hpse:HPF_07470	ec:2.7.7.8	Hydrogenophaga
hpse:HPF_07475	ec:1.6.5.5	Hydrogenophaga
hpse:HPF_07480	ec:5.3.1.1	Hydrogenophaga
hpse:HPF_07500	ec:7.1.1.2	Hydrogenophaga
hpse:HPF_07505	ec:7.1.1.2	Hydrogenophaga
hpse:HPF_07510	ec:7.1.1.2	Hydrogenophaga
hpse:HPF_07525	ec:7.1.1.2	Hydrogenophaga
hpse:HPF_07530	ec:7.1.1.2	Hydrogenophaga
hpse:HPF_07535	ec:7.1.1.2	Hydrogenophaga
hpse:HPF_07540	ec:7.1.1.2	Hydrogenophaga
hpse:HPF_07550	ec:7.1.1.2	Hydrogenophaga
hpse:HPF_07555	ec:7.1.1.2	Hydrogenophaga
hpse:HPF_07560	ec:7.1.1.2	Hydrogenophaga
hpse:HPF_07570	ec:3.6.1.13	Hydrogenophaga
hpse:HPF_07585	ec:3.4.13.19	Hydrogenophaga
hpse:HPF_11665	ec:5.3.4.1	Hydrogenophaga
hpse:HPF_11760	ec:2.1.1.37	Hydrogenophaga
hpse:HPF_11785	ec:2.1.1.37	Hydrogenophaga
hpse:HPF_11890	ec:2.7.7.7	Hydrogenophaga
hpse:HPF_11895	ec:2.7.4.9	Hydrogenophaga
hpse:HPF_16235	ec:2.1.1.163	Hydrogenophaga
hpse:HPF_16235	ec:2.1.1.201	Hydrogenophaga
hpse:HPF_16250	ec:1.1.1.100	Hydrogenophaga
hpse:HPF_16265	ec:2.3.1.41	Hydrogenophaga
hpse:HPF_16315	ec:2.3.1.179	Hydrogenophaga
hpse:HPF_16365	ec:2.1.1.33	Hydrogenophaga
hpse:HPF_16375	ec:5.4.99.28	Hydrogenophaga
hpse:HPF_16375	ec:5.4.99.29	Hydrogenophaga
hpse:HPF_16380	ec:6.1.1.7	Hydrogenophaga
hpse:HPF_16390	ec:2.6.1.19	Hydrogenophaga
hpse:HPF_16390	ec:2.6.1.22	Hydrogenophaga
hpse:HPF_16390	ec:2.6.1.48	Hydrogenophaga
hpse:HPF_16425	ec:3.5.3.7	Hydrogenophaga
hpse:HPF_16440	ec:1.2.1.16	Hydrogenophaga
hpse:HPF_16440	ec:1.2.1.79	Hydrogenophaga
hpse:HPF_16440	ec:1.2.1.20	Hydrogenophaga
hpse:HPF_20465	ec:1.14.13.127	Hydrogenophaga
hpse:HPF_20485	ec:1.14.13.82	Hydrogenophaga
hpse:HPF_20510	ec:2.6.1.16	Hydrogenophaga
hpse:HPF_20525	ec:2.7.7.23	Hydrogenophaga
hpse:HPF_20525	ec:2.3.1.157	Hydrogenophaga
hpse:HPF_20610	ec:2.5.1.18	Hydrogenophaga
hpse:HPF_20620	ec:2.7.7.72	Hydrogenophaga
hpse:HPF_20635	ec:2.7.13.3	Hydrogenophaga
hpse:HPF_20660	ec:2.7.1.2	Hydrogenophaga
hpse:HPF_20665	ec:1.8.1.8	Hydrogenophaga
hpse:HPF_20720	ec:4.1.2.25	Hydrogenophaga
hpse:HPF_20720	ec:5.1.99.8	Hydrogenophaga
hpse:HPF_20720	ec:1.13.11.81	Hydrogenophaga
hpse:HPF_02470	ec:1.11.1.9	Hydrogenophaga
hpse:HPF_02560	ec:3.6.4.12	Hydrogenophaga
hpse:HPF_02585	ec:1.13.11.3	Hydrogenophaga
hpse:HPF_02605	ec:2.1.1.198	Hydrogenophaga
hpse:HPF_02615	ec:5.3.1.28	Hydrogenophaga
hpse:HPF_02625	ec:1.1.1.31	Hydrogenophaga
hpse:HPF_02655	ec:1.5.5.2	Hydrogenophaga
hpse:HPF_02655	ec:1.2.1.88	Hydrogenophaga
hpse:HPF_02675	ec:1.1.3.15	Hydrogenophaga
hpse:HPF_02690	ec:3.5.1.10	Hydrogenophaga
hpse:HPF_02695	ec:2.6.1.18	Hydrogenophaga
hpse:HPF_02740	ec:3.7.1.2	Hydrogenophaga
hpse:HPF_06810	ec:2.4.2.9	Hydrogenophaga
hpse:HPF_06835	ec:5.2.1.8	Hydrogenophaga
hpse:HPF_06840	ec:1.17.7.4	Hydrogenophaga
hpse:HPF_06845	ec:6.1.1.11	Hydrogenophaga
hpse:HPF_06875	ec:2.5.1.25	Hydrogenophaga
hpse:HPF_06895	ec:4.2.1.33	Hydrogenophaga
hpse:HPF_06895	ec:4.2.1.35	Hydrogenophaga
hpse:HPF_06905	ec:4.2.1.33	Hydrogenophaga
hpse:HPF_06905	ec:4.2.1.35	Hydrogenophaga
hpse:HPF_06915	ec:2.3.3.1	Hydrogenophaga
hpse:HPF_06925	ec:1.3.5.1	Hydrogenophaga
hpse:HPF_06925	ec:1.3.5.4	Hydrogenophaga
hpse:HPF_06930	ec:1.3.5.1	Hydrogenophaga
hpse:HPF_06930	ec:1.3.5.4	Hydrogenophaga
hpse:HPF_06950	ec:1.1.1.37	Hydrogenophaga
hpse:HPF_06955	ec:4.1.3.34	Hydrogenophaga
hpse:HPF_06960	ec:4.2.1.3	Hydrogenophaga
